"hs_code","Description"
"4822","Bobbins, spools, cops and similar supports, of paper pulp, paper or paperboard (whether or not perforated or hardened)"
"482210","Of a kind used for winding textile yarn"
"482290","Other"
"4823","Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres"
"482320","Filter paper and paperboard"
"482340","Rolls, sheets and dials, printed for self-recording apparatus"
"482361","Trays, dishes, plates, cups and the like, of paper or paperboard"
"482361","Of bamboo"
"482369","Other"
"48236910","Trays, dishes and plates"
"48236990","Other"
"482370","Moulded or pressed articles of paper pulp"
"48237010","Moulded trays and boxes for packing eggs"
"48237090","Other"
"482390","Other"
"48239040","Paper and paperboard, of a kind used for writing, printing or other graphic purposes"
"48239085","Other"
"4823908520","Lightweight thermal paper weighing 65 gr/m² or less; in rolls of a width of 20 cm or more, a weight of the roll (including the paper) of 50 kg or more and a diameter of the roll (including the paper) of 40 cm or more (‘jumbo rolls’); with or without a bas"
"4823908580","Other"
"49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS"
"4901","Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets"
"490110","In single sheets, whether or not folded"
"490191","Other"
"490191","Dictionaries and encyclopaedias, and serial instalments thereof"
"490199","Other"
"4902","Newspapers, journals and periodicals, whether or not illustrated or containing advertising material"
"490210","Appearing at least four times a week"
"490290","Other"
"4903","Children's picture, drawing or colouring books"
"4904","Music, printed or in manuscript, whether or not bound or illustrated"
"4905","Maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans and globes, printed"
"490520","In book form"
"490590","Other"
"4905900010","Globes"
"4905900090","Other"
"4906","Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; handwritten texts; photographic reproductions on sensitised paper and carbon copies of the foregoing"
"4907","Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock, share or bond certificates and similar documents of title"
"49070010","Postage, revenue and similar stamps"
"49070030","Banknotes"
"49070090","Other"
"4908","Transfers (decalcomanias)"
"490810","Transfers (decalcomanias), vitrifiable"
"490890","Other"
"4909","Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings"
"4910","Calendars of any kind, printed, including calendar blocks"
"4911","Other printed matter, including printed pictures and photographs"
"491110","Trade advertising material, commercial catalogues and the like"
"49111010","Commercial catalogues"
"49111090","Other"
"491191","Other"
"491191","Pictures, designs and photographs"
"4911910010","Sheets (not being trade advertising material), not folded, merely with illustrations or pictures not bearing a text or caption, for editions of books or periodicals which are published in different countries in one or more languages"
"4911910090","Other"
"491199","Other"
"50","SILK"
"5001","Silkworm cocoons suitable for reeling"
"5002","Raw silk (not thrown)"
"5003","Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)"
"5003000010","Not carded or combed"
"5003000090","Other"
"5004","Silk yarn (other than yarn spun from silk waste) not put up for retail sale"
"50040010","Unbleached, scoured or bleached"
"5004001010","Yarn spun entirely from silk"
"5004001090","Other"
"50040090","Other"
"5005","Yarn spun from silk waste, not put up for retail sale"
"50050010","Unbleached, scoured or bleached"
"5005001010","Yarn spun entirely from silk waste (noil), not put up for retail sale"
"5005001090","Other"
"50050090","Other"
"5005009010","Yarn spun entirely from silk waste (noil), not put up for retail sale"
"5005009090","Other"
"5006","Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut"
"50060010","Silk yarn"
"50060090","Yarn spun from noil or other silk waste; silkworm gut"
"5007","Woven fabrics of silk or of silk waste"
"500710","Fabrics of noil silk"
"5007100010","Manufactured on handlooms"
"5007100090","Other"
"500720","Other fabrics, containing 85|% or more by weight of silk or of silk waste other than noil silk"
"50072011","Crêpes"
"50072011","Unbleached, scoured or bleached"
"5007201110","Manufactured on handlooms"
"5007201190","Other"
"50072019","Other"
"5007201910","Manufactured on handlooms"
"5007201990","Other"
"50072021","Pongee, habutai, honan, shantung, corah and similar far eastern fabrics, wholly of silk (not mixed with noil or other silk waste or with other textile materials)"
"50072021","Plain-woven, unbleached or not further processed than scoured"
"5007202110","Manufactured on handlooms"
"5007202190","Other"
"50072031","Other"
"50072031","Plain-woven"
"5007203120","Manufactured on handlooms"
"5007203180","Other"
"50072039","Other"
"5007203920","Manufactured on handlooms"
"5007203980","Other"
"50072041","Other"
"50072041","Diaphanous fabrics (open weave)"
"5007204110","Manufactured on handlooms"
"5007204190","Other"
"50072051","Other"
"50072051","Unbleached, scoured or bleached"
"5007205110","Manufactured on handlooms"
"5007205190","Other"
"50072059","Dyed"
"5007205910","Manufactured on handlooms"
"5007205990","Other"
"50072061","Of yarns of different colours"
"50072061","Of a width exceeding 57|cm but not exceeding 75|cm"
"5007206110","Manufactured on handlooms"
"5007206190","Other"
"50072069","Other"
"5007206910","Manufactured on handlooms"
"5007206990","Other"
"50072071","Printed"
"5007207110","Manufactured on handlooms"
"5007207190","Other"
"500790","Other fabrics"
"50079010","Unbleached, scoured or bleached"
"5007901010","Manufactured on handlooms"
"5007901090","Other"
"50079030","Dyed"
"5007903010","Manufactured on handlooms"
"5007903090","Other"
"50079050","Of yarns of different colours"
"5007905010","Manufactured on handlooms"
"5007905090","Other"
"50079090","Printed"
"5007909010","Manufactured on handlooms"
"5007909090","Other"
"51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC"
"5101","Wool, not carded or combed"
"510111","Greasy, including fleece-washed wool"
"510111","Shorn wool"
"510119","Other"
"510121","Degreased, not carbonised"
"510121","Shorn wool"
"510129","Other"
"510130","Carbonised"
"5102","Fine or coarse animal hair, not carded or combed"
"510211","Fine animal hair"
"510211","Of Kashmir (cashmere) goats"
"510219","Other"
"51021910","Of angora rabbit"
"51021930","Of alpaca, llama or vicuna"
"51021940","Of camel (including dromedary) or yak, or of angora, Tibetan or similar goats"
"51021990","Of rabbit (other than angora rabbit), hare, beaver, nutria or muskrat"
"510220","Coarse animal hair"
"5103","Waste of wool or of fine or coarse animal hair, including yarn waste but excluding garnetted stock"
"510310","Noils of wool or of fine animal hair"
"51031010","Not carbonised"
"51031090","Carbonised"
"510320","Other waste of wool or of fine animal hair"
"510330","Waste of coarse animal hair"
"5104","Garnetted stock of wool or of fine or coarse animal hair"
"5105","Wool and fine or coarse animal hair, carded or combed (including combed wool in fragments)"
"510510","Carded wool"
"510521","Wool tops and other combed wool"
"510521","Combed wool in fragments"
"510529","Other"
"510531","Fine animal hair, carded or combed"
"510531","Of Kashmir (cashmere) goats"
"510539","Other"
"510540","Coarse animal hair, carded or combed"
"5106","Yarn of carded wool, not put up for retail sale"
"510610","Containing 85|% or more by weight of wool"
"51061010","Unbleached"
"51061090","Other"
"510620","Containing less than 85|% by weight of wool"
"51062010","Containing 85|% or more by weight of wool and fine animal hair"
"51062091","Other"
"51062091","Unbleached"
"51062099","Other"
"5107","Yarn of combed wool, not put up for retail sale"
"510710","Containing 85|% or more by weight of wool"
"51071010","Unbleached"
"51071090","Other"
"510720","Containing less than 85|% by weight of wool"
"51072010","Containing 85|% or more by weight of wool and fine animal hair"
"51072010","Unbleached"
"51072030","Other"
"51072051","Other"
"51072051","Mixed solely or mainly with synthetic staple fibres"
"51072051","Unbleached"
"51072059","Other"
"51072091","Otherwise mixed"
"51072091","Unbleached"
"51072099","Other"
"5108","Yarn of fine animal hair (carded or combed), not put up for retail sale"
"510810","Carded"
"51081010","Unbleached"
"51081090","Other"
"510820","Combed"
"51082010","Unbleached"
"51082090","Other"
"5109","Yarn of wool or of fine animal hair, put up for retail sale"
"510910","Containing 85|% or more by weight of wool or of fine animal hair"
"51091010","In balls, hanks or skeins, of a weight exceeding 125|g but not exceeding 500|g"
"51091090","Other"
"510990","Other"
"5110","Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale"
"5111","Woven fabrics of carded wool or of carded fine animal hair"
"511111","Containing 85|% or more by weight of wool or of fine animal hair"
"511111","Of a weight not exceeding 300|g/m$2"
"511119","Other"
"511120","Other, mixed mainly or solely with man-made filaments"
"511130","Other, mixed mainly or solely with man-made staple fibres"
"51113010","Of a weight not exceeding 300|g/m$2"
"51113080","Of a weight exceeding 300|g/m$2"
"511190","Other"
"51119010","Containing a total of more than 10|% by weight of textile materials of Chapter|50"
"51119091","Other"
"51119091","Of a weight not exceeding 300|g/m$2"
"51119098","Of a weight exceeding 300|g/m$2"
"5112","Woven fabrics of combed wool or of combed fine animal hair"
